0.08883025,0.185671,0.08911392,0.1851528,0.08899522,0.08883025,0.08895131,0.1853568,0.0887931,0,0,,,,,,,,,,,,,,,,,,,,,,,
0.08888889,0.08906482,0.08911392,0.1854685,0.1857585,0.0890411,0.1857585,0.0888494,0.08862745,0.08865815,0.08895131,0,,,,,,,,,,,,,,,,,,,,,,
0.08901791,0.08886894,0.08899522,0.08901791,0.1857585,0.08916537,0.5373135,0.08877508,0.08888889,0.08890925,0.0887574,0.08893006,0,,,,,,,,,,,,,,,,,,,,,
0.5408971,0,0.1854305,0.08890925,0.1853211,0.08881149,0.1848081,0.08906482,0.4102564,0.08897302,0.5371094,0.08888889,0.08888889,0,,,,,,,,,,,,,,,,,,,,
0,0.6742857,0.08883025,0.5405406,0,0.5366922,0.4148936,0.4120172,0.18509,0.4114833,0.4145078,0.08865815,0.5392731,0.08877508,0,,,,,,,,,,,,,,,,,,,
0.5416667,0,0,0.4125561,0,0.5379747,0.09542744,0.5377456,0.5392731,0,0.412844,0.09074733,0.4094488,0.4059406,0.4145078,0.4120603,,,,,,,,,,,,,,,,,,
0.5364807,0,0,0.4125561,0.6774193,0,0.4120172,0.4137931,0.416185,0.6746167,0.5392731,0.09337349,0.4094488,0.5379747,0,0.4122807,0,,,,,,,,,,,,,,,,,
0,0,0.4112903,0.681388,0.5389909,0.5360281,0,0,0,0,0.4102564,0,0,0.5398773,0,0,0.5408971,0,,,,,,,,,,,,,,,,
0.6792453,0.6783919,0,0.4109589,0.5351437,0.5384616,0.1864407,0.5362776,0.5387205,0.4134615,0.4131455,0.5392731,0.5371094,0,0.5377456,0,0.4134615,0,0,,,,,,,,,,,,,,,
0.8327975,0,0,0.534188,0.5358686,0,0,0.5362776,0.5408971,0.408046,0,0,0.4104478,0.4141414,0.5395684,0.5364807,0.6732118,0.4183007,0.8284024,0,,,,,,,,,,,,,,
0.6774193,0.412844,0.5339806,0.4100719,0,0.826969,0,0.297235,0.6737481,0.542522,0.6728111,0.536193,0.5333334,0.6734694,0.5340829,0.4125561,0,0.4134615,0.5338809,0.6712329,0,,,,,,,,,,,,,
0.8272727,0.5337838,0.5332497,0.5389909,0.5335366,0.6735598,1,0.408046,0,1,0.6778846,0.8318841,0.6760563,0.6738461,0.6744967,0,0.831309,0.5332497,0.09039548,0.4090909,0.5337838,0,,,,,,,,,,,,
0.672751,1,0.679558,0,0.6742857,0.6792453,0.6743802,0,0.8276353,0.542522,0.5371429,0.5405406,0.6747405,0.4077135,0.416185,0.6742671,0.4069479,0.5337838,0.8302326,0.542522,0,0.5340829,0,,,,,,,,,,,
1,0.6731302,0.5420827,0,1,0.8323171,0.5384616,0.6762295,0.5350118,0.8271919,0.5350118,0.8320951,0.5340829,0.5429865,0,0.6722289,0.534407,0.6746988,0.4073107,0.6786633,0.6772009,0.8330579,0,0,,,,,,,,,,
0.6724138,0.5382131,0.6728233,0.6772009,0.6745562,0.2967033,0.6778846,0.826506,0.5352798,0.5405406,0.540201,0.8303677,0.8267359,0,0.6720001,0.5337838,0,0.534188,0.534296,0.8289474,0.534296,0.6786633,0.6726804,0.6783919,0,,,,,,,,,
0.6776471,0.8309677,0.8270894,0.4075067,0,0.2902351,0.534407,0.5328597,0.8268674,0.5340829,0.5339806,0.8305085,0.6783919,0.8291262,1,0.6804124,0.6756757,0.6772009,0.8207965,0.8270769,0.8270043,0.8270769,0.8296296,0.534407,0.6713781,0,,,,,,,,
0.8267108,0,0.8267009,0.4073107,0.8265368,0.8273145,0.5360281,0.6737481,0.5387205,0.8275383,0.534296,1,0.5340829,0.673947,0.5358949,0.5346187,0.5365403,0.675,0.8269231,0.6769912,0.6733813,0.5335968,0.8270402,0.9793814,0.6740506,1,0,,,,,,,
0.8267108,0.8220025,0.8271145,0.4075067,0.5350118,0.8183187,1,0.6754967,0.8220025,0.6764092,0.8286219,0.8175182,0.8270769,0.5339806,0.6738461,1,1,0.6786633,0.6738461,0.6735598,0,0.6736527,0.8298969,1,0.6734694,0,0.672751,0,,,,,,
0.826741,0.5354201,0.6765957,0.8220339,0.6731302,1,1,0.5339806,1,0.5348837,0.6726804,0.8205742,0.6716981,0.6778846,0,0.8092486,0.9949239,0.408046,0.8274009,0.6742671,0.8220641,0.8271919,0.6746167,0.6733813,0.6674392,1,0.6734694,0.6714802,0,,,,,
0.8271919,0.408284,0.09099526,0.6776471,0.6721698,1,0.8270402,0.6747405,0.8269345,0.6712329,0.8270402,0.5336891,0.8138554,0,0.8266332,0.821843,0,0.5333334,0.533419,0,0.5329341,0.8266004,0.6733813,0.5352798,0.534407,0.6674234,0.8091744,0.6798867,0.6741573,0,,,,
0.6717892,0.6715868,1,1,0.8114704,0.8266004,0,0.8271335,0.5338809,0.4141414,0.534188,1,1,0.8269006,0.6726115,0.7938144,0.6713781,0.5340829,0.8272319,0.6733813,0.5330103,0.6731302,1,0.5348837,0.8274009,0.8269345,0.4072165,0.6717557,0,0.5346385,0.08893006,,,
0.5322581,0.8271527,0.6721698,1,0.6716981,0.9799197,0.6731302,1,0.8252456,0.802439,0.8219178,1,0.7929434,0.8268456,0.9872122,0.6712803,0.6747405,0.6733813,0.5347593,1,0.8302326,0.8219355,0.6741573,0.8267009,0.8274457,0.5338809,0.6724782,1,0.9923664,0.8023291,0.5330882,0,,
0.8221209,0.8268456,0.6735752,0.5337838,0.5338809,0.8266332,0.6757281,1,0.5333334,0.6710963,0.8268456,1,0.9856115,0.6758893,0.8267717,0.6715329,0.9797571,0.826741,0.67169,0.9758065,0.6732118,0.5340829,0.7975232,0.02287167,0.8271145,0.6710098,0.672751,1,0.8269345,0.03883495,0.8264759,0.540201,0,
0.6722289,0.6725441,0.9615384,0.8274914,0.8271527,0.8282663,0.8284734,0.8282663,0.9709543,0,0.6726115,0.9782608,0.5347593,0.8218998,0.8220184,0.2014389,0.6731302,0.8270402,0.8277901,0.8266004,0.8272727,0.673947,0.8266667,0.8272727,0.8221071,0.533168,0.5337838,0.8295218,0.5332497,0.6737481,0.5371094,0.6737481,0.9770992,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.09906315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.105681712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.124030618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.184097069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.293003132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.300637029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.325612876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.203262672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.366201937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3604314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.445514814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.544565281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.515153752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.564423692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.559066924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.642474173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.648383448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.677409154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.695487993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.583309795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.657680376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.765053388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.696019825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.702092932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
